factura;importe;tipo;nombre;perfume
61852577:08;31887.13;C;Juan lGNbu;3
59286063:08;55687.6;C;Ines ZyPqMtOgW;7
78368640:08;25828.26;A;Sebastian BsGgUwaxr;16
91904680:08;66929.15;A;Juan kggjw;16
10979399:08;121830.22;D;Martin PhEgq;1
29084113:08;65240.27;A;Olga NZQdReg;6
88813474:08;54313.48;A;Martin NuIfR;17
57547418:08;111711.38;A;Carlos szFdXYSu;13
83142548:08;76099.89;D;Laura vVTwkfM;6
28541985:08;62104.9;D;Irina CIPxB;15
48033264:08;75924.93;C;Martin ISgNe;13
85639867:08;139897.31;A;Laura LYehY;11
50555799:08;75138.14;B;Sebastian jRlGJQet;17
96389332:08;140688.4;D;Laura bAooC;7
18040690:08;140661.94;A;Laura ieHplTad;17
16569880:08;44582.9;D;Carlos FYkGT;7
93838626:08;73828.67;C;Carlos sfDyWF;11
35635881:08;61028.17;C;Laura lEWoBwy;3
7037679:08;90603.23;D;Juan hrQPvGbs;17
4091016:08;76807.59;C;Carlos QYMXaPuFS;2
66038592:08;63139.53;A;Juan SwVwhbpQh;4
62286521:08;20434.33;A;Juan qUTCJjZtd;11
88277113:08;80735.37;B;Irina VgzTaL;9
57162546:08;94093.56;B;Laura kHwRJ;2
42118342:08;87675.77;C;Sebastian aTfXD;17
67475390:08;135981.75;B;Irina KOOGLoUak;1
27819889:08;138297.63;D;Olga OUdMZHkHr;2
18664987:08;55345.12;C;Martin atCkgsBvT;2
83355147:08;111784.09;C;Martin EJSvky;8
26970680:08;143771.59;A;Ines PCvKy;5
72779358:08;42464.44;D;Carlos rNwLlAZna;9
38118620:08;69746.31;A;Carlos kqwSNKzYo;11
50000115:08;36411.4;D;Laura ctHJqB;5
73177566:08;112112.39;D;Irina snKcndp;13
30102778:08;111900.59;D;Olga sYqxtP;4
97334917:08;43363.41;B;Sebastian DFgzz;17
17617213:08;93927.7;B;Laura cPYYkmHIf;5
82347775:08;34747.88;A;Olga cmhDdckZ;16
22268526:08;40068.75;D;Irina XSGGPF;10
28622043:08;80924.46;A;Olga gBzHd;16
77013262:08;114072.22;D;Carlos EOwjhRUX;13
38632031:08;37583.69;B;Martin rjLQbiUi;4
54837033:08;64626.55;D;Ines lYsTBGj;3
59503111:08;64375.06;B;Ines rxRxb;10
18544597:08;89001.09;D;Martin uqnciscu;4
48107855:08;69326.74;B;Irina VyJFl;15
8519862:08;71461.54;B;Martin kImBA;1
7955763:08;54902.98;B;Olga iOFHlqR;3
82978225:08;102768.41;D;Irina mcnAKT;14
63416531:08;46395.71;C;Carlos MxazBbC;13
49596356:08;112099.9;C;Ines datNN;1
56096564:08;104578.15;D;Laura TmfiOZ;3
30065797:08;94104.11;A;Ines DqOgN;10
29119979:08;63395.53;D;Olga jCdcT;17
75902445:08;44646.95;B;Martin fFqeCSfFO;12
69023894:08;29725.96;A;Carlos DBDXKqCgs;4
86260608:08;72263.12;D;Sebastian SyoRiUqAo;6
72370719:08;117474.29;B;Olga piJbtM;9
17262788:08;72664.7;C;Ines gUOLTI;13
35645923:08;127618.04;B;Juan mZvxsx;2
36365319:08;46964.04;A;Laura SSmTonGZt;9
72614842:08;62582.53;D;Olga xVBYrAZ;4
26494139:08;119966.5;A;Sebastian imitbUcGR;17
18989876:08;44525.42;A;Olga CvCkzPmxP;4
16062490:08;64134.18;B;Ines RIzXEBa;14
52429892:08;67546.1;D;Carlos zSslwS;8
93899651:08;106968.77;C;Juan dynEkH;17
6034485:08;149430.35;A;Laura GbRtVkDdV;3
8379424:08;86510.72;C;Laura dXRhR;5
64877058:08;83328.45;C;Carlos hRyQC;14
1487477:08;136534.8;A;Martin NYIJiMP;16
71598299:08;92889.29;A;Carlos JwrddG;9
29745395:08;105747.44;B;Laura WqtHOK;4
97613074:08;124419.34;A;Irina DkkRoA;14
59288874:08;145860.78;C;Sebastian TKhsyBR;15
73611201:08;101235.34;B;Irina CNmaXe;11
47107052:08;115264.09;C;Juan ZJzaku;16
29545167:08;43627.78;A;Sebastian cyBckFXuW;9
9676729:08;92467.41;A;Sebastian WTFIYxU;14
62804601:08;48442.07;A;Sebastian bKIfq;10
23064370:08;47936.13;C;Carlos riyHzAKlb;6
22348848:08;30264.9;A;Martin lkYdswIL;3
42204610:08;53724.83;A;Irina WReMpu;6
39122219:08;128516.18;B;Olga ZniyaOwyg;4
71331857:08;108650.48;C;Irina jiIARYnxs;4
30878645:08;85716.75;C;Sebastian kHmZo;5
14098197:08;46588.47;C;Laura hThAIWG;11
75623935:08;16622.96;D;Ines DspwSsHrd;3
78214903:08;100503.26;C;Juan SdDUCtwc;6
19757798:08;53808.25;C;Sebastian xePtxKl;6
15639603:08;95094.6;D;Laura SHOQL;6
29382047:08;99908.62;B;Sebastian erTlxptv;9
51205339:08;62471.5;A;Carlos LNvql;17
25060428:08;120256.82;B;Ines iHbnXYzTA;16
97321113:08;107219.8;B;Laura iXnOay;13
99372542:08;110848.8;D;Juan YWiqsD;2
69120024:08;87593.75;C;Olga LwXvFYYt;9
12572962:08;64968.3;C;Ines sdVyZzb;3
63321415:08;122498.03;D;Sebastian HqXpg;13
86549593:08;98654.44;A;Juan UYglUvtJS;13
2034861:08;43688.9;D;Irina GMTbS;2
16139579:08;67348.45;D;Laura xnZHQg;17
73906069:08;75885.2;B;Sebastian mXbtDbf;5
80828832:08;109914.86;D;Sebastian umscFlGQ;4
15900752:08;98451.43;C;Sebastian BJQArKxo;5
7250645:08;55889.92;C;Laura ArHLKXyS;10
97124147:08;47652.86;D;Laura ZIUDGiOh;3
89144016:08;94886.54;A;Sebastian nqGdReTx;1
40926287:08;104532.9;C;Olga ohGGJ;6
41727381:08;105369.62;A;Juan AwgNGT;6
42066575:08;73967.99;B;Martin sZxreZHK;9
96656858:08;106971.71;D;Martin MfwwUto;6
82846247:08;70695.55;A;Martin VIUcoQvEg;14
87136556:08;18068.32;C;Laura wMSnh;10
52714961:08;16261.09;C;Martin OYnnJagP;2
4590830:08;145282.72;A;Irina FITruTC;9
26800208:08;28725.4;D;Juan VWNHiB;2
48515772:08;92314.63;D;Sebastian tsgSS;12
48444125:08;119118.44;D;Juan lEQzIYyt;10
24352579:08;142992.8;D;Ines VkeXicI;3
55973753:08;109976.15;D;Irina AfmviSM;2
36774935:08;112248.18;C;Olga nAqfKO;6
49915513:08;106382.08;D;Martin ZoFOlnLdN;1
39440606:08;145300.85;C;Martin uoWMQgY;1
69015923:08;105255.94;B;Sebastian KRafB;14
88207543:08;77326.57;C;Carlos tirkagTtr;6
86091262:08;84947.19;D;Irina Kvjbjf;14
77193798:08;49838.68;A;Juan ddMsZ;14
57355109:08;124290.39;C;Sebastian zGUHdmp;8
11497640:08;36564.28;C;Juan jlRzI;7
88094620:08;22525.93;A;Ines dYFcV;11
35539852:08;118740.61;B;Juan fXzZLmof;17
13137963:08;148050.87;C;Martin jhenpZ;16
52978243:08;144635.24;B;Martin UTIzp;10
70491017:08;113585.62;C;Juan HDeaCjmj;9
23799449:08;80927.23;B;Olga iwFnYjrm;15
52935554:08;116837.0;B;Laura lcOlz;14
75932434:08;93543.29;D;Carlos RwgSC;3
38666050:08;129055.23;D;Ines ipopTmJ;13
23576560:08;140260.49;C;Irina mOVoOiGM;15
38191510:08;52140.42;D;Ines skYog;13
96062738:08;21282.43;C;Olga JFVqenGgN;11
91442720:08;120165.25;D;Juan XPZdbIWF;15
34088802:08;18426.84;A;Irina NphjCgzZL;11
73710088:08;50855.19;A;Ines GjQOxzsk;14
19356413:08;119006.39;A;Irina atlVmyBiM;10
54537437:08;55186.6;C;Juan fSjZXkyZ;11
48647397:08;126961.07;A;Irina ZehupDJ;3
80951807:08;30578.55;C;Ines NQeIz;8
93207499:08;98736.49;B;Olga bjHGCr;17
1102769:08;92859.66;A;Carlos sfAfL;3
91649393:08;50576.43;B;Ines NTtnnnID;5
924055:08;144907.33;A;Carlos hgrfwpdm;3
20482903:08;142903.47;D;Martin VEXGO;5
83353442:08;102202.69;A;Olga YTsps;11
19137164:08;50365.49;C;Carlos CeWdWlo;8
1914458:08;95445.15;C;Juan jvarcro;16
90946937:08;82565.65;A;Ines vybfajYnE;1
22058871:08;84547.18;C;Juan djJEo;15
29148178:08;99436.28;C;Sebastian Jxjug;3
25933172:08;85766.5;C;Irina ywTkBI;15
65040427:08;106972.05;A;Juan TNvwPLhYP;12
67842289:08;64390.73;A;Juan CYvwsL;17
83541506:08;122653.75;D;Martin LqGogUt;16
83598319:08;61605.79;B;Olga vSsXNsA;11
85819353:08;81513.83;C;Laura JXDmE;8
20168250:08;75064.04;A;Martin OAHQHlz;2
80271362:08;55238.29;A;Olga eNBfbSOZ;17
46373485:08;29982.03;D;Laura NuqjW;5
22416090:08;121353.07;D;Martin xhYQIIwWv;10
52984970:08;113877.51;B;Laura QqxjXBIIC;15
10365969:08;81095.79;A;Laura iXSdLixqW;8
65392394:08;62148.47;C;Martin JcXFKSpTN;1
94140545:08;19798.26;D;Olga lcCMkz;8
9154420:08;72464.23;A;Martin wMjgGlle;13
34684537:08;96085.56;B;Irina FfjIOqOL;2
72153728:08;90661.99;B;Irina FyMzmcSSS;6
7785660:08;127696.51;C;Juan jhOaFUXH;1
46111311:08;35736.79;A;Laura EeFntlZ;11
68164691:08;19750.98;C;Sebastian dGzbQUTKb;3
11784793:08;138735.16;D;Laura PaROd;4
36069429:08;144636.57;D;Sebastian rbSDk;8
22195136:08;46649.27;D;Ines PzkRuvpbG;1
26699092:08;136394.8;B;Ines cmKFw;3
42008016:08;16894.45;C;Irina wblKSW;1
5973097:08;51422.69;D;Carlos QYQOvzo;12
56493394:08;122062.09;C;Irina qwKptIHPN;3
92542608:08;94076.65;D;Olga dXInE;12
38770319:08;36506.52;C;Ines cpgWQD;17
92862311:08;115856.37;D;Laura XJbjyD;3
98846828:08;109776.07;B;Carlos igTImMAwd;2
38578678:08;32043.96;C;Laura WqzBCGnE;8
66598567:08;64402.39;A;Sebastian eVNPqh;17
89742038:08;30800.86;A;Sebastian RCVPsvwNP;10
65892126:08;115927.39;A;Carlos BZImMAo;9
81109273:08;41856.48;C;Martin qVCQWelb;1
3511883:08;20123.57;A;Olga vzcsjc;3
7224800:08;91331.01;A;Carlos GEIVhG;17
69271017:08;106797.82;A;Sebastian HPDQMnAmW;3
18006706:08;48024.16;C;Carlos HrosCk;9
5582805:08;34100.17;A;Juan WgiUHbfm;16
22626977:08;18727.73;A;Ines PnCumAsAE;10
45776223:08;78156.92;D;Irina SJpJrPCZ;12
35869675:08;56280.78;C;Juan buwpqzrr;10
36110355:08;33527.06;A;Ines JsGWxDIpS;16
54485845:08;133401.93;B;Irina npvQUok;9
65712493:08;58139.75;A;Irina LrqiORgn;5
76332646:08;129024.13;D;Laura fNRGUENq;17
6904546:08;124226.93;B;Ines WIAlBqL;2
9265361:08;132857.32;C;Martin JtfiZOHoN;11
75847006:08;78273.02;A;Juan szgAjHDtb;16
44528830:08;113066.83;C;Ines cLopfKTx;17
86741452:08;21452.17;B;Sebastian vYgezrVU;12
4969731:08;47769.02;D;Ines GJoxwtXk;14
45983914:08;62379.22;D;Carlos mCIgbWZpq;13
2731517:08;96240.96;B;Juan DJpugaL;6
87838381:08;125932.96;B;Olga DkqhW;5
59779480:08;87392.69;D;Ines letktYT;14
6248567:08;92893.82;A;Irina SodWCpIy;17
62909083:08;147782.72;A;Carlos btjrzvw;14
79979630:08;24166.01;D;Juan nlaoaHrC;7
92351660:08;124354.76;C;Irina tiTyYRZk;2
25271753:08;139323.21;C;Juan RrQUk;14
40333985:08;70800.85;C;Irina KJMaHD;11
11961930:08;52753.09;C;Ines oTxtPiKN;8
79945616:08;66640.28;A;Olga zqyezEGn;2
29454615:08;85040.31;B;Ines qnUvtUS;8
4315525:08;131358.48;B;Laura qCGnFNIJj;12
24168285:08;102133.18;B;Laura PFXaQQqxX;3
66458005:08;91023.68;A;Olga dgntFiTyp;12
91666953:08;119065.87;A;Martin IQhhQNop;2
83224069:08;83705.34;A;Olga cHgUFm;14
75400398:08;110218.27;D;Laura VkTXOFOak;6
78768398:08;119972.0;C;Sebastian IKvBl;9
33927384:08;55139.8;B;Laura WAmCHxJF;15
47714809:08;19891.15;B;Carlos BmiyIZ;2
26134468:08;44550.06;B;Laura lFYwkWqJ;1
57535686:08;140275.45;D;Ines LEdix;5
354475:08;74662.2;D;Sebastian MpeKg;9
59457112:08;117540.91;A;Carlos wRHjp;4
5308511:08;145665.97;C;Carlos IPUzu;2
34704492:08;41398.66;A;Irina vSlqldBYg;11
84097036:08;24571.21;D;Martin sWkzFchAo;14
915948:08;34182.65;A;Irina CgmpSEqmf;15
96759328:08;110838.27;C;Irina pGkEGN;9
21887708:08;137924.98;B;Laura YZMDm;17
66753598:08;31940.79;D;Martin OgRAYJ;3
2603002:08;81493.67;C;Juan VcyZW;3
4885168:08;82980.39;B;Laura UqVEm;13
58790338:08;42167.37;B;Ines sRcomKceH;4
78974939:08;31590.93;A;Carlos fZkTtfmp;9
1920946:08;128947.28;C;Olga BNbzFbcbk;7
45400444:08;125469.4;D;Sebastian YSDVEaWYi;16
452239:08;103859.67;D;Sebastian onyJQ;10
57769875:08;99589.98;C;Laura KHjgyVeT;16
70390461:08;40202.21;B;Martin ItKCmml;17
88062473:08;79561.07;A;Olga HfFOOC;3
67282518:08;124674.49;B;Sebastian GMqxCjy;11
47386638:08;67103.81;C;Laura ynCHMN;15
72602111:08;20888.53;A;Laura XoMuRp;17
36085134:08;141309.9;B;Ines TxtvpDE;13
83848701:08;30166.43;D;Irina pnlLWHI;17
99631119:08;70686.47;A;Ines VrczX;13
27108952:08;134910.09;B;Sebastian SgAqKwwc;16
94426533:08;96011.21;A;Laura CcTcTCJWA;10
60781064:08;112823.64;C;Olga IIKge;14
38251698:08;109859.22;B;Sebastian MVDofjaOT;4
82624456:08;74790.25;C;Sebastian hdqcizQ;4
58626189:08;15124.34;D;Martin uFLdUn;15
86405512:08;89320.01;A;Irina aDAFooEJe;1
28137030:08;110899.22;C;Olga FCGhjr;12
97786836:08;66361.46;C;Juan gOiLKTZM;17
70914762:08;113749.38;B;Irina qlVUrB;2
88582266:08;87168.65;B;Juan vTZhtaZD;15
39300812:08;90784.63;C;Olga XkbbDCRAV;17
65014757:08;111755.77;A;Carlos DBGlDjrfB;15
35852902:08;102859.21;D;Carlos gZISAk;9
67046711:08;17421.76;D;Ines XhJmRVJDY;15
43939798:08;53570.39;B;Laura FwzETOLbY;10
36984973:08;17508.62;C;Juan DzpZKCz;17
46926809:08;62650.36;D;Olga BJqpDBYu;3
941859:08;73201.74;D;Laura nKaZd;17
88795303:08;46473.74;D;Ines aEvFUlAXa;13
24967739:08;141786.9;A;Juan tWJVqj;10
23212571:08;29624.92;A;Carlos zkDseCsS;15
20082730:08;132158.62;A;Laura QjUrxzQOv;6
38689192:08;88067.41;A;Ines JGLUg;9
93537535:08;102067.83;A;Carlos yeJzaB;5
90783098:08;22168.9;B;Juan exNqJt;9
37572228:08;110212.1;A;Juan IxynIJc;13
19291936:08;68145.12;A;Carlos OeLWKTsNm;13
37066182:08;126260.5;C;Irina aQZVg;2
65478077:08;21054.29;D;Olga tJIgpmSKG;2
47598396:08;114900.29;C;Ines bmLtWfXl;5
93172183:08;121710.33;C;Juan doHno;2
12869473:08;28728.78;A;Carlos gqOFsDME;6
90476221:08;148476.26;A;Sebastian DBcnCYVn;2
30366738:08;62794.87;C;Ines KfDPHlT;2
36944204:08;57142.87;C;Olga GqQvvD;15
57314873:08;111829.12;A;Laura hLOEonhlj;2
38744544:08;129158.22;C;Laura BVlDEof;14
50794188:08;29427.57;D;Sebastian NhzTtttOK;12
33872955:08;120686.75;D;Irina TKkDdISp;6
67637656:08;123018.13;A;Sebastian sQNzZXEo;10
85382397:08;92949.19;C;Carlos GQssJWkj;3
56069682:08;61146.38;A;Juan czvdn;17
63617866:08;125898.9;C;Irina VwKsYJ;6
99811701:08;139538.53;D;Sebastian kTwtGziT;8
64698125:08;64404.84;B;Irina kBBjEGB;1
99125955:08;126706.77;D;Ines CmsPzDsD;7
98515442:08;97440.49;C;Olga osabLYpOW;3
69965655:08;40946.65;C;Irina FsxlBFTke;14
13992590:08;97896.65;C;Sebastian wrnXXsh;1
72676619:08;117409.63;A;Ines GStxg;16
19007566:08;113292.44;C;Martin VuwNjA;6
89602455:08;111972.04;A;Sebastian bqniIdPO;10
44219127:08;82343.7;C;Sebastian YkjzjB;7
40196449:08;93055.77;D;Ines fbMbTzut;8
71723731:08;73028.79;A;Sebastian TFnXwDeQ;12
39574749:08;110436.63;D;Sebastian ZrQWuWo;16
88517236:08;123131.93;B;Ines NkhWnaewp;8
74244119:08;142042.62;B;Martin zgnaDhXNH;5
63597043:08;149879.93;B;Olga jDkSwswBA;5
17544037:08;33906.38;D;Martin zTkIRQpAq;5
16785677:08;68235.03;A;Carlos QaHUDh;4
3839671:08;50433.44;D;Laura ZpTPO;1
14744554:08;22787.19;A;Olga vdZyoirBQ;5
19627460:08;36795.66;C;Carlos IsPTao;9
65096334:08;78969.18;B;Laura RMExhdv;13
2262540:08;57156.14;D;Carlos XxPExzUEO;15
61227653:08;98398.95;A;Martin yglqCw;15
1613204:08;36209.66;D;Carlos JZPdrZ;1
97425834:08;39022.48;B;Irina yKKZpBOdW;7
42401298:08;90167.62;A;Olga XEgCS;2
64322642:08;38541.6;A;Martin jbuxz;10
77822318:08;50294.77;D;Sebastian JZhcB;15
27860960:08;46406.08;D;Sebastian DTbaBv;4
66008555:08;127463.72;D;Martin fVFKW;14
66681084:08;122256.11;C;Laura mrLOtrHUe;1
75609899:08;110912.55;D;Sebastian graEA;17
4180648:08;28954.89;A;Olga pbxdYV;11
76350225:08;28813.61;A;Ines DwZkUxqr;15
82672843:08;15966.19;C;Carlos zUWisuJL;3
85697652:08;68256.39;B;Juan tdOemi;1
15862917:08;71610.19;D;Sebastian gJnFVoL;2
36788155:08;25142.54;C;Ines rLHpHwQCc;10
4347182:08;22569.14;A;Ines bViZd;12
76204702:08;32654.26;A;Carlos zcTbw;10
83394469:08;29342.92;B;Sebastian WbKQE;12
33360975:08;123049.38;B;Sebastian PkArDk;14
93015190:08;120576.51;D;Martin tgPeOpkp;17
64107892:08;41131.79;B;Juan FOJkEtkH;14
4479044:08;121113.13;B;Martin BhZXeqx;16
81807936:08;72085.37;C;Ines iWxdnhoVe;15
2554382:08;57933.59;C;Juan LDmqxvLr;17
9994689:08;144691.36;C;Ines UGOLBaX;7
27328092:08;41072.39;D;Olga jFajnpk;9
92584117:08;125245.46;D;Ines xidjtTX;7
98263169:08;133411.53;D;Ines btfhvQ;6
63534191:08;54704.59;B;Martin hMQuVeUL;6
3762745:08;140688.22;C;Ines kNTEhja;4
6301393:08;30232.91;B;Irina mILNOtXhM;8
85962983:08;148836.6;A;Carlos fYGdJnCA;3
70350959:08;109080.08;D;Carlos fZdkpGL;1
66247351:08;27744.97;B;Carlos bIwBuI;15
97782483:08;27426.35;C;Olga AJHsmVEuF;14
44786624:08;45279.08;A;Irina zlYbs;11
17847224:08;82734.94;D;Martin lkzkgAIf;10
53533520:08;88679.45;B;Ines bFsmh;1
40129068:08;35883.52;A;Carlos ooYSXfn;3
61258509:08;78315.15;D;Olga Zayid;17
48002178:08;74012.47;B;Ines YVemgCE;10
23610850:08;130071.95;D;Martin JZUPsM;4
20323428:08;53119.98;A;Olga HidNsJbl;17
99263185:08;90639.96;C;Olga NAiTgbO;12
36807683:08;140138.17;C;Martin JajDuCJ;4
69457826:08;74381.26;A;Ines eqxwceD;14
73524813:08;92250.32;D;Martin UUpTalCF;2
93903617:08;146375.97;D;Laura XkJVLL;5
29319779:08;26881.48;A;Laura ynGrwg;6
79086954:08;47500.49;D;Laura PjkKm;5
95411638:08;57531.76;B;Martin LgvyZ;14
6223157:08;135577.4;B;Olga IteJm;10
10077107:08;83345.18;C;Martin wvjdmxE;7
31262215:08;37909.3;C;Olga XSFmKhoeb;9
17971244:08;145366.37;D;Olga eapKZHSkb;10
51222946:08;72811.86;C;Laura VacdA;5
11786323:08;42453.61;D;Sebastian kTWailPum;12
1649015:08;132449.89;A;Ines JxMcbO;17
44331873:08;139539.42;D;Irina VGiGn;16
45790758:08;62766.82;A;Irina gCRUNNJu;3
17800657:08;136862.62;C;Sebastian miCTq;6
79455485:08;20030.35;B;Ines WOpCAt;14
29572779:08;101096.34;D;Martin lGxaNEi;6
15533647:08;99121.51;D;Laura QRoDbOr;9
58434832:08;78753.95;B;Laura nlphXDh;4
3451657:08;28877.18;C;Olga IxnaGPB;8
10135592:08;37197.29;A;Martin mfRzORUb;4
44401654:08;106319.76;D;Carlos sTGqk;3
4891324:08;118097.58;D;Sebastian tztGupnv;15
411769:08;149488.39;D;Carlos qoRQH;15
53763142:08;64920.76;B;Irina qLiYz;10
87732701:08;131369.04;B;Juan RIvPIJ;6
25589022:08;137708.08;B;Juan xjhMr;14
36707764:08;16213.7;B;Martin lDXZG;16
34148345:08;47258.84;C;Ines bnKEE;17
75503388:08;122979.74;B;Carlos iwEeUwFbh;6
24985463:08;148415.48;D;Laura xYmSOgtWW;13
86842891:08;148132.5;D;Juan IfHJa;16
67740687:08;78360.61;A;Carlos qtMZkNPfO;12
41439754:08;129197.41;A;Irina afiCYuawX;13
93817016:08;78537.55;B;Carlos qukBN;8
73565771:08;95952.33;C;Irina dKaPm;16
75690295:08;97030.57;D;Martin tQRhHr;11
60820861:08;90322.61;B;Olga vUEMzMjDg;10
25843620:08;22168.07;C;Ines HygtWSc;6
55382805:08;18444.97;B;Sebastian LoIjKxBQT;10
86092115:08;122748.0;C;Olga pxbBTQUR;15
98568826:08;64827.28;B;Martin OivpRcgM;9
69114875:08;61265.22;C;Martin mNrwQ;4
1564174:08;145852.46;A;Juan nKyEl;2
58463426:08;143962.33;B;Irina yezSsrvu;15
84115566:08;62280.28;D;Irina uRNZBby;17
95171580:08;18160.26;B;Juan BzFJf;6
61672576:08;56675.77;C;Carlos XLjmVZpW;10
17507237:08;46741.99;A;Martin yCbogDwxV;15
88808354:08;80466.71;B;Laura Tngvk;9
94385492:08;35832.48;D;Laura uadPGaF;5
76152177:08;140043.29;A;Ines FnSFbDbd;1
88461489:08;140696.41;A;Sebastian SpDymRe;14
40717211:08;132476.85;C;Laura YiMDoF;9
82067591:08;98630.68;D;Ines JAeyxnXV;2
15531132:08;138167.99;A;Sebastian lJjxGI;2
1182562:08;112672.05;B;Carlos hpZgHm;10
2243805:08;143906.84;C;Sebastian AqCxNMt;15
36195891:08;100911.09;A;Irina Oeyhbia;6
5548393:08;99841.59;A;Laura PEUJZ;8
51054426:08;124050.51;A;Martin oGLJpXAB;12
91527367:08;30663.48;C;Carlos tvMYgncY;6
79126266:08;34853.93;C;Carlos NvotHhddh;11
40467999:08;46210.74;D;Martin JMDqHbY;7
31574514:08;58042.35;D;Laura IoavpbP;3
45946015:08;35303.31;D;Juan oENBg;10
16999768:08;78019.48;A;Irina YOJAx;15
15925941:08;100041.76;D;Laura dFpNkruAG;3
23515009:08;28612.79;B;Sebastian HlwTynGi;4
92242386:08;31676.51;D;Olga OkSWTF;17
96299110:08;116601.23;A;Carlos xtcMs;12
59281537:08;54597.59;C;Juan NlGwjQa;12
6651231:08;89958.26;B;Irina fwTQvPheT;17
64202368:08;101008.6;C;Sebastian ofvWg;11
330032:08;77365.17;D;Olga ZaKzeGq;14
71473768:08;37780.26;C;Laura ZsTqy;17
25058044:08;149548.19;D;Martin NstvZlWW;12
67298434:08;81677.14;D;Ines tIoFkg;5
5121477:08;106394.11;C;Juan TIJGodkDi;2
63067547:08;115471.99;D;Carlos eOtUm;12
80115961:08;128408.69;B;Martin BgnGe;4
76285254:08;34248.13;D;Sebastian mYnynKpg;9
7708586:08;41235.33;D;Irina ybKbA;3
58268334:08;59813.96;C;Sebastian XtOqcSe;16
76600124:08;36298.24;B;Laura ndgRtn;16
99057053:08;31445.0;D;Sebastian Kxjldswwa;14
31789319:08;65762.42;D;Juan ZcHGFQiWS;12
65191158:08;131570.75;A;Martin iqffgJ;7
16672138:08;115802.21;D;Martin EPjbius;15
13430702:08;107078.37;B;Olga FwbvRf;10
42253510:08;54391.35;C;Juan oVhKni;3
18519325:08;57169.45;C;Irina KMLwr;16
14384826:08;127420.1;D;Laura qGWtd;4
85449558:08;140191.93;A;Laura LxSHWMHuS;13
96762740:08;43967.0;D;Laura JQmSpR;16
91794247:08;137496.76;A;Sebastian Ycryz;2
20692154:08;96974.48;A;Olga yDehlLh;9
78236766:08;75941.47;B;Ines xPHEK;4
32052164:08;47490.18;A;Ines uwKzU;4
6620231:08;93986.0;C;Juan bZclWAdnH;13
5442929:08;28620.54;B;Juan pxcpdM;2
34167937:08;77186.18;C;Carlos phbEt;7
95152711:08;34802.92;D;Martin azsNyT;1
91239565:08;58402.73;A;Olga PqInVx;9
87385027:08;38421.7;A;Irina zDzYkom;15
93707094:08;131277.79;D;Martin VrHPkpcFu;6
25493653:08;30612.66;A;Juan ljyFyXo;4
52158856:08;116474.42;D;Laura vzAQypr;6
54308780:08;26710.81;D;Sebastian GRjUt;5
65803135:08;132971.55;C;Irina iAbpwU;4
80952807:08;38358.96;B;Laura zaiZVFfDY;6
93087897:08;80716.41;A;Laura cBWCwzeNh;9
96338869:08;34319.36;D;Olga sjZcip;13
24377756:08;19933.74;A;Laura tZkVnOfGD;17
83644373:08;78058.39;C;Sebastian BEoHw;9
43339294:08;122340.08;C;Ines HNGPfJ;15
79552657:08;137976.57;D;Martin sUTmlITdI;17
98603327:08;89728.14;D;Juan YmjvQMyy;10
73373395:08;42779.6;D;Ines KunxRZ;4
68373080:08;41095.29;A;Ines nGLRpt;17
22082224:08;91902.39;C;Ines zuQaPKiv;2
78600607:08;96695.63;B;Olga RxtYKLL;16
58907382:08;102831.76;D;Martin aitgGW;17
30269780:08;107984.39;C;Martin fVnatwz;10
17893971:08;59210.39;A;Juan mUtzISJfs;4
60657825:08;86272.83;D;Martin BVlwisvCp;2
73795996:08;61493.89;D;Sebastian POkCej;9
2381396:08;76046.6;C;Sebastian tpvrpWuP;9
46294401:08;130142.79;C;Carlos NSbBHEG;13
47692656:08;83642.06;C;Sebastian oEoOrdx;10
47936406:08;85825.85;B;Laura UeDXsJAyb;4
95455587:08;17513.45;B;Olga buQdOw;11
65092989:08;106387.35;A;Sebastian cuslR;1
1971807:08;104280.83;C;Sebastian wckBv;4
75078211:08;124955.09;B;Ines BkadbokSj;6
48102805:08;102418.68;A;Sebastian egfpEZhxZ;6
5276927:08;85168.53;C;Irina eNRBJ;9
78458952:08;49102.08;C;Juan NKqmNijn;2
61370742:08;121271.33;B;Juan OefPbcuZ;2
24353530:08;42345.11;D;Ines jmuOg;6
42758251:08;149369.35;A;Irina ABvqS;12
51653700:08;131635.77;A;Laura yceeYmit;8
24677032:08;43815.78;A;Ines JVCZnxX;6
35726297:08;23765.79;A;Sebastian dxecugtfR;15
69335021:08;96766.88;B;Olga FeDjdmoS;6
40919010:08;87847.28;A;Laura bthrneN;5
17034168:08;29304.16;A;Carlos gFlwrfwME;3
88348694:08;88333.97;D;Olga MYQYVySl;10
87009484:08;42246.01;D;Carlos ACUyh;14
63217611:08;21070.68;C;Ines rfOtiXCq;11
27883985:08;80337.86;B;Laura KjlqNV;4
45447588:08;33335.84;A;Martin raeKb;11
88396976:08;118682.41;B;Ines dqtARVn;6
38346113:08;77460.58;B;Juan LBYHzv;12
10511571:08;18366.06;A;Olga VlbIhU;4
77314023:08;27376.41;D;Martin dWIQzydHA;15
11933112:08;20496.0;A;Olga LAEmqi;3
87053177:08;126524.0;C;Carlos tuDLNsfWJ;16
3279165:08;139991.38;D;Olga bIkaiYdY;13
48313760:08;54148.51;A;Martin zRVxsW;17
